project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R07935,Efflorescence,Low,Floor 1 - West Wing,Slab,AI,84,Verified
SA-R07935,Crack,Medium,Floor 1 - Zone C,Slab,Inspector,90,Open
SA-R07935,Corrosion,High,Floor 1 - Zone C,Column,Inspector,77,Resolved
SA-R07936,Settlement Crack,High,Floor 2 - Zone C,Foundation,AI,91,Verified
SA-R07937,Crack,Medium,Floor 2 - Zone C,Column,AI,94,Open
SA-R07937,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,76,Open
SA-R07938,Efflorescence,Low,Floor 2 - West Wing,Slab,Inspector,86,Verified
SA-R07938,Corrosion,Critical,Floor 1 - Zone A,Column,AI,96,Open
SA-R07938,Crack,Critical,Floor 1 - West Wing,Slab,Inspector,89,InProgress
SA-R07939,Honeycombing,Medium,Floor 1 - Zone B,Column,Inspector,77,InProgress
SA-R07942,Efflorescence,High,Floor 1 - Zone A,Wall,Inspector,88,InProgress
SA-R07943,Crack,Medium,Floor 4 - East Wing,Wall,Inspector,96,Verified
SA-R07944,Corrosion,High,Floor 2 - Zone A,Column,AI,92,Open
SA-R07945,Honeycombing,Medium,Floor 5 - Zone B,Column,Inspector,92,Resolved
SA-R07945,Settlement Crack,Critical,Floor 5 - Zone A,Foundation,AI,77,InProgress
SA-R07945,Spalling,High,Floor 4 - Zone B,Column,Inspector,99,Resolved
SA-R07947,Spalling,High,Floor 11 - Zone C,Column,AI,80,Resolved
SA-R07947,Crack,High,Floor 7 - East Wing,Wall,AI,78,Resolved
SA-R07947,Corrosion,High,Floor 1 - Zone A,Beam,Inspector,90,Open
SA-R07948,Spalling,Critical,Floor 1 - Core Area,Column,Inspector,85,Open
SA-R07948,Settlement Crack,Critical,Floor 3 - West Wing,Foundation,Inspector,84,Open
SA-R07949,Corrosion,High,Floor 1 - Core Area,Beam,Inspector,78,Verified
SA-R07949,Settlement Crack,High,Floor 4 - Zone B,Foundation,AI,83,Resolved
SA-R07949,Corrosion,High,Floor 5 - Zone C,Foundation,Inspector,75,InProgress
SA-R07950,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,97,InProgress
SA-R07950,Crack,Medium,Floor 1 - East Wing,Slab,Inspector,98,Resolved
SA-R07951,Settlement Crack,High,Floor 4 - West Wing,Wall,Inspector,84,InProgress
SA-R07951,Honeycombing,Critical,Floor 2 - Zone C,Beam,Inspector,85,Verified
SA-R07954,Honeycombing,Medium,Floor 2 - Zone A,Column,Inspector,97,Open
SA-R07955,Honeycombing,Medium,Floor 1 - Core Area,Beam,AI,93,InProgress
SA-R07955,Efflorescence,Low,Floor 1 - Zone A,Wall,AI,97,Open
SA-R07957,Corrosion,Critical,Floor 1 - Zone C,Foundation,Inspector,86,Resolved
SA-R07957,Crack,Medium,Floor 3 - East Wing,Wall,Inspector,99,InProgress
SA-R07957,Efflorescence,Low,Floor 2 - Core Area,Slab,Inspector,97,InProgress
SA-R07958,Crack,Medium,Floor 1 - Core Area,Slab,Inspector,78,Resolved
SA-R07958,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,96,Open
SA-R07958,Spalling,Critical,Floor 1 - West Wing,Beam,AI,79,Verified
SA-R07960,Settlement Crack,Critical,Floor 1 - Zone C,Wall,Inspector,87,Resolved
SA-R07960,Efflorescence,Low,Floor 1 - Zone B,Slab,Inspector,94,Resolved
SA-R07962,Settlement Crack,Critical,Floor 4 - East Wing,Wall,AI,85,Verified
SA-R07962,Crack,Medium,Floor 4 - Zone C,Wall,Inspector,81,InProgress
SA-R07962,Corrosion,High,Floor 1 - Zone A,Column,AI,93,Verified
SA-R07963,Corrosion,High,Floor 2 - East Wing,Column,AI,89,InProgress
SA-R07963,Spalling,High,Floor 2 - West Wing,Beam,AI,98,Open
SA-R07963,Honeycombing,Medium,Floor 3 - Zone A,Beam,Inspector,75,Open
SA-R07964,Crack,Medium,Floor 1 - East Wing,Column,AI,84,Verified
SA-R07965,Spalling,High,Floor 1 - Zone C,Slab,AI,77,InProgress
SA-R07965,Settlement Crack,Critical,Floor 5 - Zone A,Wall,Inspector,94,Open
SA-R07965,Crack,Medium,Floor 1 - Zone C,Slab,AI,86,Resolved
SA-R07966,Honeycombing,Critical,Floor 2 - Zone A,Column,AI,81,Resolved
SA-R07967,Honeycombing,High,Floor 4 - East Wing,Wall,AI,81,Verified
SA-R07967,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,85,Resolved
SA-R07967,Honeycombing,Medium,Floor 3 - Core Area,Beam,AI,92,Verified
SA-R07968,Corrosion,High,Floor 2 - Zone B,Foundation,AI,84,Verified
SA-R07968,Corrosion,High,Floor 1 - Zone C,Column,AI,86,InProgress
SA-R07969,Spalling,High,Floor 3 - Zone C,Column,AI,89,InProgress
SA-R07970,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,91,Resolved
SA-R07972,Corrosion,High,Floor 5 - Core Area,Column,Inspector,93,Resolved
SA-R07972,Honeycombing,Medium,Floor 2 - Zone C,Column,Inspector,86,Open
SA-R07972,Settlement Crack,Critical,Floor 5 - Zone B,Foundation,Inspector,77,Resolved
SA-R07973,Crack,High,Floor 2 - West Wing,Column,Inspector,89,Verified
SA-R07973,Settlement Crack,Critical,Floor 2 - Zone A,Foundation,AI,76,Verified
SA-R07974,Spalling,High,Floor 1 - Core Area,Column,Inspector,95,Open
SA-R07974,Spalling,High,Floor 1 - Zone C,Beam,Inspector,96,InProgress
SA-R07974,Settlement Crack,High,Floor 1 - Zone C,Foundation,AI,82,Verified
SA-R07975,Crack,Medium,Floor 6 - East Wing,Slab,Inspector,95,Open
SA-R07976,Honeycombing,Medium,Floor 1 - East Wing,Column,AI,75,Open
SA-R07976,Spalling,High,Floor 1 - Core Area,Slab,AI,85,Verified
SA-R07976,Corrosion,High,Floor 1 - East Wing,Foundation,AI,97,Verified
SA-R07977,Crack,Medium,Floor 1 - West Wing,Wall,Inspector,94,Verified
SA-R07977,Spalling,High,Floor 3 - Zone B,Column,AI,82,InProgress
SA-R07978,Corrosion,High,Floor 1 - Zone A,Foundation,AI,83,Verified
SA-R07979,Honeycombing,Medium,Floor 2 - Zone B,Wall,AI,99,Verified
SA-R07979,Crack,Medium,Floor 1 - Zone A,Slab,Inspector,92,Verified
SA-R07979,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,90,InProgress
SA-R07980,Spalling,High,Floor 3 - Zone A,Column,Inspector,95,InProgress
SA-R07980,Settlement Crack,Critical,Floor 2 - Zone B,Wall,Inspector,98,Verified
SA-R07980,Settlement Crack,Critical,Floor 3 - West Wing,Foundation,Inspector,81,Resolved
SA-R07981,Honeycombing,Medium,Floor 11 - West Wing,Column,Inspector,77,Verified
SA-R07985,Settlement Crack,Critical,Floor 1 - East Wing,Foundation,Inspector,93,Verified
SA-R07986,Honeycombing,Medium,Floor 3 - Zone B,Beam,Inspector,92,Open
SA-R07987,Honeycombing,Critical,Floor 3 - Zone B,Wall,Inspector,98,Verified
SA-R07987,Corrosion,Critical,Floor 6 - Zone B,Column,Inspector,80,InProgress
SA-R07988,Corrosion,High,Floor 1 - West Wing,Column,Inspector,94,Resolved
SA-R07988,Honeycombing,Medium,Floor 12 - Zone B,Column,AI,77,Verified
SA-R07989,Spalling,High,Floor 2 - West Wing,Beam,AI,90,Open
SA-R07989,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,80,InProgress
SA-R07990,Corrosion,High,Floor 2 - West Wing,Column,AI,81,Open
SA-R07990,Corrosion,High,Floor 1 - East Wing,Column,Inspector,98,Open
SA-R07991,Corrosion,High,Floor 2 - Zone B,Column,AI,81,Open
SA-R07991,Honeycombing,Medium,Floor 2 - Core Area,Beam,Inspector,77,Resolved
SA-R07991,Corrosion,High,Floor 2 - West Wing,Column,AI,77,Open
SA-R07992,Settlement Crack,Critical,Floor 2 - West Wing,Wall,AI,76,InProgress
SA-R07992,Spalling,High,Floor 2 - Zone C,Beam,AI,79,Resolved
SA-R07992,Spalling,High,Floor 1 - Zone B,Column,Inspector,90,Resolved
SA-R07993,Spalling,Critical,Floor 3 - East Wing,Column,Inspector,79,InProgress
SA-R07994,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,Inspector,79,Open
SA-R07994,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,80,Verified
SA-R07994,Efflorescence,Low,Floor 1 - Core Area,Wall,AI,78,Verified
SA-R07995,Honeycombing,Medium,Floor 1 - Core Area,Wall,Inspector,94,Resolved
SA-R07995,Crack,Medium,Floor 2 - East Wing,Column,AI,81,Resolved
SA-R07996,Corrosion,High,Floor 2 - Zone A,Beam,AI,77,Verified
SA-R07997,Settlement Crack,Critical,Floor 10 - Zone B,Foundation,AI,87,Open
SA-R07997,Corrosion,High,Floor 16 - Core Area,Beam,Inspector,86,Open
SA-R07999,Efflorescence,High,Floor 2 - Zone C,Wall,AI,77,Resolved
SA-R07999,Corrosion,High,Floor 3 - Zone A,Foundation,AI,94,Open
SA-R07999,Efflorescence,Critical,Floor 2 - West Wing,Wall,Inspector,77,Resolved
SA-R08000,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,98,Resolved
SA-R08001,Corrosion,High,Floor 3 - Zone A,Beam,AI,84,Resolved
SA-R08001,Corrosion,High,Floor 2 - Zone A,Column,Inspector,75,Open
SA-R08002,Honeycombing,Medium,Floor 1 - Zone B,Column,AI,80,Open
SA-R08003,Efflorescence,Low,Floor 1 - West Wing,Wall,AI,91,Resolved
SA-R08003,Settlement Crack,Critical,Floor 2 - Core Area,Foundation,AI,86,Open
SA-R08004,Spalling,High,Floor 2 - Zone A,Column,Inspector,95,InProgress
SA-R08004,Spalling,High,Floor 2 - Core Area,Beam,Inspector,95,Resolved
SA-R08005,Spalling,High,Floor 2 - Zone C,Slab,AI,95,InProgress
SA-R08005,Corrosion,Critical,Floor 1 - West Wing,Column,AI,77,Resolved
SA-R08006,Efflorescence,High,Floor 9 - Zone B,Slab,AI,97,Open
SA-R08006,Crack,Medium,Floor 4 - Zone A,Beam,Inspector,76,InProgress
SA-R08007,Efflorescence,Low,Floor 29 - Zone C,Slab,AI,91,Resolved
SA-R08007,Honeycombing,Medium,Floor 9 - Zone B,Wall,AI,96,Verified
SA-R08007,Honeycombing,Medium,Floor 45 - Zone C,Column,Inspector,77,InProgress
SA-R08008,Spalling,High,Floor 2 - East Wing,Column,AI,92,InProgress
SA-R08009,Crack,Critical,Floor 1 - West Wing,Slab,Inspector,83,Open
SA-R08009,Crack,High,Floor 1 - Zone B,Beam,AI,94,InProgress
SA-R08010,Settlement Crack,Critical,Floor 3 - Zone A,Wall,AI,82,InProgress
SA-R08010,Spalling,High,Floor 3 - West Wing,Column,AI,85,Resolved
SA-R08010,Spalling,Critical,Floor 2 - Zone C,Column,AI,75,Resolved
SA-R08011,Honeycombing,Medium,Floor 6 - East Wing,Column,AI,79,InProgress
SA-R08011,Honeycombing,Medium,Floor 3 - Core Area,Wall,Inspector,79,Resolved
SA-R08012,Corrosion,High,Floor 14 - Core Area,Column,AI,77,Verified
SA-R08012,Corrosion,High,Floor 18 - Core Area,Foundation,AI,99,InProgress
SA-R08013,Spalling,High,Floor 4 - Core Area,Beam,AI,98,InProgress
SA-R08014,Settlement Crack,High,Floor 1 - Zone C,Wall,AI,82,Verified
SA-R08014,Honeycombing,High,Floor 1 - West Wing,Column,AI,94,Open
SA-R08017,Crack,Medium,Floor 2 - Core Area,Wall,AI,95,InProgress
SA-R08017,Efflorescence,Low,Floor 1 - Zone C,Wall,AI,82,InProgress
SA-R08017,Spalling,High,Floor 3 - Zone A,Column,AI,86,Open
SA-R08019,Honeycombing,High,Floor 2 - East Wing,Beam,Inspector,76,Open
SA-R08019,Efflorescence,Low,Floor 1 - Zone B,Wall,AI,93,Resolved
SA-R08019,Efflorescence,Low,Floor 2 - Zone C,Slab,Inspector,89,Verified
SA-R08020,Crack,High,Floor 13 - East Wing,Wall,AI,75,Open
SA-R08020,Spalling,High,Floor 4 - Zone A,Beam,AI,95,Resolved
SA-R08021,Crack,High,Floor 10 - West Wing,Beam,Inspector,94,Resolved
SA-R08021,Honeycombing,Critical,Floor 9 - East Wing,Wall,Inspector,81,Resolved
SA-R08022,Corrosion,High,Floor 2 - Zone B,Foundation,AI,91,Resolved
SA-R08022,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,Inspector,99,Resolved
SA-R08023,Settlement Crack,Critical,Floor 2 - West Wing,Wall,Inspector,96,Open
SA-R08023,Spalling,High,Floor 2 - West Wing,Slab,AI,99,Open
SA-R08023,Crack,Medium,Floor 2 - Core Area,Column,AI,99,Open
SA-R08025,Honeycombing,Medium,Floor 5 - East Wing,Beam,Inspector,85,InProgress
SA-R08025,Settlement Crack,Critical,Floor 5 - Zone B,Wall,AI,85,Open
SA-R08026,Efflorescence,Low,Floor 9 - Zone C,Slab,Inspector,92,Resolved
SA-R08026,Honeycombing,High,Floor 4 - East Wing,Column,AI,81,Resolved
SA-R08026,Corrosion,High,Floor 9 - Core Area,Column,AI,93,Verified
SA-R08029,Honeycombing,Medium,Floor 1 - East Wing,Wall,Inspector,75,InProgress
SA-R08029,Honeycombing,High,Floor 2 - Zone C,Beam,AI,77,InProgress
SA-R08031,Settlement Crack,High,Floor 9 - East Wing,Foundation,Inspector,99,Open
SA-R08031,Efflorescence,Low,Floor 12 - Zone C,Wall,AI,81,Verified
SA-R08031,Crack,Medium,Floor 26 - Zone C,Wall,AI,90,Verified
SA-R08032,Settlement Crack,High,Floor 1 - Zone C,Wall,Inspector,81,Verified
SA-R08033,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,96,Verified
SA-R08036,Corrosion,High,Floor 3 - Core Area,Column,Inspector,98,InProgress
SA-R08036,Efflorescence,Low,Floor 2 - Zone B,Wall,Inspector,96,InProgress
SA-R08036,Efflorescence,Low,Floor 3 - East Wing,Slab,AI,99,Open
SA-R08037,Corrosion,Critical,Floor 2 - Zone B,Beam,Inspector,81,Verified
SA-R08037,Settlement Crack,Critical,Floor 3 - Zone B,Wall,Inspector,78,Verified
SA-R08037,Spalling,High,Floor 2 - Core Area,Slab,Inspector,79,InProgress
SA-R08038,Spalling,High,Floor 1 - Core Area,Column,Inspector,89,InProgress
SA-R08039,Corrosion,Critical,Floor 1 - West Wing,Foundation,Inspector,83,Resolved
SA-R08039,Settlement Crack,Critical,Floor 1 - Zone A,Wall,AI,76,InProgress
SA-R08040,Spalling,High,Floor 4 - Zone C,Slab,Inspector,82,InProgress
SA-R08040,Honeycombing,High,Floor 4 - Zone A,Beam,Inspector,76,InProgress
SA-R08040,Efflorescence,Low,Floor 1 - East Wing,Slab,AI,91,Resolved
SA-R08041,Honeycombing,Medium,Floor 1 - Core Area,Column,AI,84,Resolved
SA-R08041,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,87,InProgress
SA-R08042,Efflorescence,Low,Floor 6 - Zone B,Wall,AI,87,Open
SA-R08042,Efflorescence,Low,Floor 4 - Core Area,Slab,Inspector,90,Open
SA-R08042,Efflorescence,Low,Floor 10 - Zone B,Slab,Inspector,92,InProgress
SA-R08043,Spalling,High,Floor 2 - Core Area,Column,Inspector,77,Open
SA-R08043,Spalling,High,Floor 3 - Zone A,Slab,AI,95,Open
SA-R08044,Crack,Medium,Floor 1 - East Wing,Beam,Inspector,82,Open
SA-R08045,Corrosion,Critical,Floor 5 - Zone A,Beam,AI,82,Open
SA-R08045,Efflorescence,Low,Floor 1 - West Wing,Wall,AI,99,InProgress
SA-R08045,Efflorescence,Low,Floor 2 - Zone B,Wall,Inspector,99,InProgress
SA-R08046,Honeycombing,High,Floor 1 - Zone B,Column,Inspector,94,Resolved
SA-R08046,Corrosion,Critical,Floor 1 - East Wing,Column,Inspector,79,Resolved
SA-R08047,Honeycombing,Critical,Floor 4 - East Wing,Wall,Inspector,78,Verified
SA-R08048,Spalling,High,Floor 1 - Core Area,Column,Inspector,83,Open
SA-R08049,Corrosion,High,Floor 2 - Zone A,Foundation,Inspector,79,Verified
SA-R08049,Spalling,High,Floor 1 - Zone A,Column,AI,98,Open
SA-R08050,Honeycombing,Medium,Floor 10 - East Wing,Beam,Inspector,86,InProgress
SA-R08050,Efflorescence,Low,Floor 1 - Zone B,Slab,Inspector,87,Resolved
SA-R08050,Crack,Medium,Floor 9 - Core Area,Wall,AI,98,Open
SA-R08051,Crack,Critical,Floor 5 - Core Area,Column,AI,80,Verified
SA-R08052,Corrosion,High,Floor 7 - East Wing,Column,Inspector,99,Resolved
SA-R08055,Crack,High,Floor 1 - Zone B,Beam,AI,91,Verified
SA-R08055,Settlement Crack,Critical,Floor 2 - East Wing,Wall,Inspector,87,Resolved
SA-R08055,Corrosion,High,Floor 4 - Zone B,Foundation,AI,89,Open
SA-R08056,Honeycombing,Medium,Floor 2 - Zone B,Column,AI,89,Resolved
SA-R08056,Spalling,High,Floor 2 - Zone C,Column,Inspector,81,Verified
SA-R08057,Corrosion,Critical,Floor 5 - East Wing,Column,AI,93,InProgress
SA-R08057,Honeycombing,High,Floor 5 - Core Area,Wall,Inspector,81,Resolved
SA-R08058,Efflorescence,Low,Floor 1 - Zone A,Slab,Inspector,96,Open
SA-R08058,Efflorescence,Low,Floor 3 - East Wing,Slab,AI,94,Open
SA-R08058,Efflorescence,High,Floor 3 - Zone B,Slab,AI,86,Resolved
SA-R08059,Corrosion,High,Floor 5 - West Wing,Column,Inspector,99,InProgress
SA-R08060,Efflorescence,High,Floor 6 - Core Area,Slab,Inspector,92,Open
SA-R08061,Spalling,High,Floor 1 - Zone A,Beam,Inspector,87,Resolved
SA-R08061,Crack,Critical,Floor 2 - Zone B,Beam,AI,90,Open
SA-R08062,Honeycombing,High,Floor 1 - Zone A,Column,AI,88,InProgress
SA-R08062,Efflorescence,Low,Floor 5 - East Wing,Slab,Inspector,84,Verified
SA-R08063,Spalling,High,Floor 1 - Core Area,Column,AI,93,Open
SA-R08063,Settlement Crack,Critical,Floor 2 - Zone A,Wall,AI,79,Resolved
SA-R08063,Settlement Crack,Critical,Floor 4 - East Wing,Wall,AI,88,Resolved
SA-R08064,Honeycombing,Medium,Floor 1 - Zone C,Column,Inspector,91,Verified
SA-R08064,Honeycombing,Medium,Floor 1 - Zone A,Column,AI,96,Resolved
SA-R08065,Efflorescence,Low,Floor 6 - Zone B,Slab,Inspector,89,Resolved
SA-R08065,Settlement Crack,High,Floor 3 - Zone C,Foundation,AI,94,InProgress
SA-R08068,Efflorescence,Low,Floor 5 - Zone A,Slab,AI,84,Open
SA-R08068,Spalling,High,Floor 1 - Zone B,Beam,AI,97,Open
SA-R08069,Efflorescence,Critical,Floor 3 - Zone A,Wall,AI,80,Open
SA-R08073,Crack,Critical,Floor 3 - Core Area,Beam,AI,83,Verified
SA-R08074,Crack,Medium,Floor 4 - Zone A,Wall,AI,90,Resolved
SA-R08074,Honeycombing,Medium,Floor 3 - Zone C,Wall,AI,92,Open
SA-R08075,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,84,Verified
SA-R08075,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,93,Open
SA-R08077,Corrosion,High,Floor 1 - Zone C,Beam,Inspector,79,Resolved
SA-R08077,Spalling,High,Floor 1 - East Wing,Beam,Inspector,97,Resolved
SA-R08077,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,97,InProgress
SA-R08078,Efflorescence,Low,Floor 2 - Zone A,Slab,AI,85,InProgress
SA-R08078,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,AI,86,Verified
SA-R08079,Crack,Critical,Floor 1 - Zone A,Column,AI,79,Verified
SA-R08079,Honeycombing,Medium,Floor 1 - Zone A,Column,AI,94,Verified
SA-R08080,Settlement Crack,Critical,Floor 2 - East Wing,Wall,Inspector,88,InProgress
SA-R08080,Efflorescence,High,Floor 5 - Zone A,Wall,Inspector,75,Verified
SA-R08080,Honeycombing,Medium,Floor 5 - Zone A,Wall,Inspector,85,Open
SA-R08082,Crack,Medium,Floor 8 - Zone C,Wall,Inspector,90,Resolved
SA-R08082,Honeycombing,Medium,Floor 6 - East Wing,Column,Inspector,94,InProgress
SA-R08082,Honeycombing,Critical,Floor 7 - West Wing,Column,Inspector,95,InProgress
SA-R08083,Settlement Crack,Critical,Floor 1 - Core Area,Wall,Inspector,94,Open
SA-R08083,Settlement Crack,Critical,Floor 2 - Zone C,Foundation,Inspector,77,Resolved
SA-R08084,Corrosion,High,Floor 1 - Zone A,Foundation,AI,78,InProgress
SA-R08084,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,76,InProgress
SA-R08085,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,AI,94,Verified
SA-R08085,Efflorescence,Critical,Floor 10 - West Wing,Wall,Inspector,79,Verified
SA-R08086,Spalling,High,Floor 2 - Zone A,Beam,AI,90,Verified
SA-R08086,Efflorescence,Critical,Floor 4 - West Wing,Slab,AI,88,Resolved
SA-R08086,Honeycombing,Medium,Floor 3 - Zone C,Column,AI,81,Open
SA-R08087,Honeycombing,Medium,Floor 2 - East Wing,Column,AI,94,Open
SA-R08087,Corrosion,High,Floor 2 - West Wing,Beam,Inspector,75,Verified
SA-R08088,Honeycombing,Medium,Floor 1 - Core Area,Beam,Inspector,89,Open
SA-R08089,Honeycombing,Medium,Floor 2 - East Wing,Column,Inspector,85,Verified
SA-R08090,Spalling,High,Floor 4 - West Wing,Beam,AI,88,InProgress
SA-R08090,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,82,Verified
SA-R08091,Corrosion,High,Floor 2 - West Wing,Foundation,AI,91,Resolved
SA-R08091,Efflorescence,Low,Floor 2 - Zone A,Wall,AI,99,InProgress
SA-R08092,Corrosion,High,Floor 1 - Core Area,Foundation,AI,99,Resolved
SA-R08092,Settlement Crack,Critical,Floor 3 - East Wing,Foundation,Inspector,87,Open
SA-R08093,Corrosion,High,Floor 3 - West Wing,Column,AI,90,InProgress
SA-R08094,Efflorescence,Low,Floor 7 - East Wing,Wall,Inspector,93,Open
SA-R08094,Corrosion,High,Floor 3 - Zone A,Column,AI,86,Open
SA-R08095,Corrosion,High,Floor 2 - Zone C,Column,Inspector,82,Open
SA-R08095,Honeycombing,High,Floor 2 - Zone A,Beam,Inspector,94,Resolved
SA-R08096,Honeycombing,Medium,Floor 4 - West Wing,Wall,Inspector,83,Resolved
SA-R08097,Crack,Critical,Floor 4 - East Wing,Column,Inspector,88,Resolved
SA-R08099,Corrosion,High,Floor 2 - West Wing,Foundation,Inspector,95,Resolved
SA-R08099,Corrosion,High,Floor 4 - East Wing,Column,Inspector,79,InProgress
SA-R08099,Honeycombing,Medium,Floor 4 - Core Area,Wall,AI,83,Resolved
SA-R08100,Corrosion,Critical,Floor 3 - East Wing,Column,Inspector,82,InProgress
SA-R08100,Efflorescence,Critical,Floor 4 - Zone A,Slab,Inspector,87,Verified
SA-R08101,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,85,InProgress
SA-R08102,Honeycombing,Medium,Floor 3 - West Wing,Beam,Inspector,85,Verified
SA-R08102,Spalling,High,Floor 3 - Zone C,Column,Inspector,80,Resolved
SA-R08103,Honeycombing,Medium,Floor 26 - East Wing,Column,Inspector,96,InProgress
SA-R08103,Honeycombing,High,Floor 9 - Core Area,Wall,Inspector,86,Verified
SA-R08103,Efflorescence,Low,Floor 3 - Zone A,Wall,AI,95,Resolved
SA-R08104,Corrosion,High,Floor 7 - Zone A,Beam,AI,79,Resolved
SA-R08104,Spalling,High,Floor 1 - Core Area,Beam,AI,77,InProgress
SA-R08104,Crack,Critical,Floor 4 - Zone B,Column,AI,79,Verified
SA-R08105,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,AI,80,Resolved
SA-R08105,Spalling,High,Floor 2 - Zone A,Slab,AI,99,Open
SA-R08105,Corrosion,High,Floor 3 - Core Area,Column,AI,97,InProgress
SA-R08106,Honeycombing,Medium,Floor 6 - East Wing,Column,AI,85,Resolved
SA-R08108,Efflorescence,Critical,Floor 1 - Zone A,Wall,Inspector,99,Verified
SA-R08108,Settlement Crack,High,Floor 3 - East Wing,Foundation,Inspector,95,Resolved
SA-R08108,Honeycombing,Critical,Floor 2 - Zone C,Wall,AI,89,Open
SA-R08109,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,AI,89,Resolved
SA-R08109,Spalling,Critical,Floor 1 - West Wing,Beam,Inspector,77,Verified
SA-R08109,Spalling,High,Floor 6 - Zone B,Beam,AI,91,InProgress
SA-R08110,Corrosion,High,Floor 2 - East Wing,Column,Inspector,90,Open
SA-R08110,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,99,Open
SA-R08111,Settlement Crack,Critical,Floor 2 - Core Area,Wall,Inspector,92,InProgress
SA-R08111,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,AI,82,InProgress
SA-R08111,Corrosion,High,Floor 2 - West Wing,Foundation,Inspector,75,InProgress
SA-R08112,Efflorescence,Critical,Floor 3 - Core Area,Slab,Inspector,81,Resolved
SA-R08112,Spalling,High,Floor 5 - Zone C,Column,Inspector,78,InProgress
SA-R08113,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,99,Resolved
SA-R08114,Settlement Crack,Critical,Floor 4 - Zone C,Foundation,Inspector,88,Resolved
SA-R08114,Honeycombing,Medium,Floor 5 - West Wing,Wall,AI,84,Resolved
SA-R08114,Settlement Crack,Critical,Floor 5 - East Wing,Foundation,AI,93,InProgress
SA-R08117,Spalling,High,Floor 2 - Zone A,Beam,AI,79,Verified
SA-R08118,Efflorescence,High,Floor 1 - West Wing,Wall,Inspector,85,InProgress
SA-R08118,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,86,Verified
SA-R08120,Honeycombing,Medium,Floor 1 - West Wing,Beam,AI,97,Verified
